Trip,Ident,Species,Coord_system,Latitude,Longitude,Date,Altitude_m,Collectors,Seeds,Location,Comments,MaxCoordUncertainty_m,Trip_comments,,,,,,,,,,,,,,,,
Trip9,NSW0101,Eucalyptus melliodora,WGS84,-31.44565078,151.0999205,01-SEP-19 12:00:06PM,643.723633,Helen Bothwell,Y,S on Nundle Rd,"TONS of plump 5-valved fruit, loaded w flowers and bees, classic Emel bark, older",1,,,,,,,,,,,,,,,,,
Trip9,NSW0102,Eucalyptus melliodora,WGS84,-31.42630669,150.9688056,01-SEP-19 12:33:20PM,532.692261,Helen Bothwell,F,S on Nundle Rd,"Few fruits, bit small 4/5-valved, boxy bark but lighter not as yellow",3,,,,,,,,,,,,,,,,,
Trip9,NSW0103,Eucalyptus melliodora,WGS84,-31.42647483,150.9687137,01-SEP-19 12:41:33PM,534.855103,Helen Bothwell,N,S on Nundle Rd,"Next to NSW0102 but looks more typical Emel bark and ovate blue-gray juv leaves, leaves only",3,,,,,,,,,,,,,,,,,
Trip9,NSW0104,Eucalyptus melliodora,WGS84,-31.44496364,150.9602693,01-SEP-19 12:50:08PM,550.957031,Helen Bothwell,F,S on Nundle Rd,"Big old typical Emel, small resprout fruits 5-valved but only a few ~15",3,,,,,,,,,,,,,,,,,
Trip9,NSW0105,Eucalyptus melliodora,WGS84,-31.4757414,150.9396289,01-SEP-19 12:59:53PM,616.085938,Helen Bothwell,Y,S on Nundle Rd,"All by itself, open pastures all around, LOTS of 4/5-valved fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0106,Eucalyptus sideroxylon,WGS84,-31.3407138,150.8736165,01-SEP-19 2:01:36PM,490.634766,Helen Bothwell,Y,"N on A15, W on Gowrie Rd, turn into side entrance",LOTS of big 5-valved fruits ,,,,,,,,,,,,,,,,,,
Trip9,NSW0107,Eucalyptus melliodora,WGS84,-31.3410013,150.8725685,01-SEP-19 2:04:48PM,493.038208,Helen Bothwell,F,Gowrie Rd,"Enormous old Emel, good typical Emel, only 3 fruits but good 5-valved",,,,,,,,,,,,,,,,,,
Trip9,NSW0108,Eucalyptus melliodora,WGS84,-31.37221894,150.8601643,01-SEP-19 2:19:52PM,554.321777,Helen Bothwell,Y,S down Top Gowrie Rd.,"HUGE old Emel, plenty of 5 but also a few 6-valved fruits, ",3,,,,,,,,,,,,,,,,,
Trip9,NSW0109,Eucalyptus melliodora (hyb?),WGS84,-31.3243214,150.8553755,01-SEP-19 2:40:51PM,505.054443,Helen Bothwell,Y,Belgamba-Gowrie Rd,"E albens x E mel hybrid??, fruits 4 and 5-valved, leaves smaller, umbels quite rounded (but look v similar to umbels picture for Emel on euclid database)",3,,,,,,,,,,,,,,,,,
Trip9,NSW0110,Eucalyptus melliodora,WGS84,-31.32036237,150.8321295,01-SEP-19 2:54:30PM,517.311279,Helen Bothwell,Y,Belgamba-Gowrie Rd,"Mid-aged to younger, better Emel, yellowish bark, 5/6-valved fruits, larger typical gray-green juv leaves",1,,,,,,,,,,,,,,,,,
Trip9,NSW0111,Eucalyptus albens,WGS84,-31.29593859,150.8141333,01-SEP-19 3:17:48PM,508.89978,Helen Bothwell,F,,"Very clearly E albens, huge leaves, few fruits glaucous and tube-like",1,LOTS of E. albens - dominant tree in this area,,,,,,,,,,,,,,,,
Trip9,NSW0112,Eucalyptus melliodora,WGS84,-31.2634376,150.8221693,01-SEP-19 3:31:57PM,470.206909,Helen Bothwell,Y,,"TONS of fruits, 4 and mostly 5-valved, nurse to Brachychiton",1,,,,,,,,,,,,,,,,,
Trip9,NSW0113,Eucalyptus melliodora,WGS84,-31.25033283,150.8299387,01-SEP-19 3:43:40PM,460.834229,Helen Bothwell,Y,,"Mid-aged tree, lots of 5/6-valved fruits",1,,,,,,,,,,,,,,,,,
Trip9,NSW0114,Eucalyptus melliodora,WGS84,-31.24584189,150.6761998,01-SEP-19 4:39:43PM,389.456787,Helen Bothwell,Y,"Bulunbulun Rd, then Piallaway Rd N of Currabubula","Big old Emel, lots of 5-valved fruits, just done flowering",1,,,,,,,,,,,,,,,,,
Trip9,NSW0115,Eucalyptus melliodora,WGS84,-31.20256352,150.6305525,01-SEP-19 5:03:40PM,357.012573,Helen Bothwell,Y,,"Big old Emel, lots of 5-valved fruits bit more barrely than typical, just done flowering, nurse to Brachychiton",2,,,,,,,,,,,,,,,,,
Trip9,NSW0116,Eucalyptus melliodora,WGS84,-31.14944824,150.5618832,01-SEP-19 5:18:03PM,311.350342,Helen Bothwell,Y,,"Monster old Emel, heavy w flowers, lots of fruit and bees, big plump 5-valved fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0117,Eucalyptus albens,WGS84,-30.88400032,150.67366,01-SEP-19 6:53:02PM,458.190552,Helen Bothwell,N,,"Glaucous cone fruits all green none mature, v thick large leaves typical of albens, white-gray tesselated trunk, BIG old tree, flowering. In big stand of E albens that includes HL180-190 (Supple), ALL albens here no Emel.",,,,,,,,,,,,,,,,,,
Trip9,NSW0118,Eucalyptus melliodora,WGS84,-31.16732567,150.8561391,02-SEP-19 10:11:04AM,400.511963,Helen Bothwell,Y,S of Tamworth take Warral-Duri Rd.,"Good Emel, plump 5-valved fruit, mid-aged",,,,,,,,,,,,,,,,,,
Trip9,NSW0119,Eucalyptus melliodora,WGS84,-31.18521625,150.842905,02-SEP-19 10:24:19AM,431.514282,Helen Bothwell,N,S of Tamworth along Warral-Duri Rd.,"Good Emel, mid-aged, leaves only",,,,,,,,,,,,,,,,,,
Trip9,NSW0120,Eucalyptus melliodora,WGS84,-31.19051999,150.8392117,02-SEP-19 10:31:16AM,438.003052,Helen Bothwell,Y,S of Tamworth along Warral-Duri Rd.,"Good Emel, lots of fruit, just done flowering",,,,,,,,,,,,,,,,,,
Trip9,NSW0121,Eucalyptus melliodora,WGS84,-31.19886006,150.8328287,02-SEP-19 10:49:56AM,442.80957,Helen Bothwell,F,S of Tamworth along Warral-Duri Rd.,"Huge old Emel, few fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0122,Eucalyptus melliodora,WGS84,-31.26602978,150.7854665,02-SEP-19 11:04:13AM,477.176514,Helen Bothwell,Y,S on Werris Creek Rd.,"Big old tree, heavy with umbels, just done flowering, plenty of seed",,,,,,,,,,,,,,,,,,
Trip9,NSW0123,Eucalyptus melliodora,WGS84,-31.36512668,150.5478838,02-SEP-19 12:05:10PM,323.366699,Helen Bothwell,Y,W on Gap Rd. from Werris Ck,"Big old good Emel, lots of flowers, umbels and fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0124,Eucalyptus melliodora,WGS84,-31.36321259,150.5557952,02-SEP-19 12:18:23PM,324.087646,Helen Bothwell,Y,Gap Rd.,Emel w fruit,,,,,,,,,,,,,,,,,,
Trip9,NSW0125,Eucalyptus melliodora,WGS84,-31.3933022,150.5505302,02-SEP-19 12:29:25PM,325.049072,Helen Bothwell,Y,S on B51,"TONS of 4/5-valved fruit, good older Emel, heavy w flowers and umbels",,,,,,,,,,,,,,,,,,
Trip9,NSW0126,Eucalyptus melliodora,WGS84,-31.40132074,150.5575973,02-SEP-19 12:41:45PM,328.173218,Helen Bothwell,Y,S on B51,"Tons of fruit mostly 4-valved some 5, flowers, umbels",,,,,,,,,,,,,,,,,,
Trip9,NSW0127,Eucalyptus melliodora,WGS84,-31.4122836,150.570706,02-SEP-19 12:59:33PM,340.430054,Helen Bothwell,Y,S on B51,"Mature leaves thin and frondy/wispy, juv perfect gray-green ovate, lots of flowers, umbels of 7, fruits small barrels 5-valved, hyb w E. polyanthemos?? (probably just varied Emel)",,,,,,,,,,,,,,,,,,
Trip9,NSW0128,Eucalyptus melliodora,WGS84,-31.45970875,150.5936909,02-SEP-19 1:43:05PM,348.120605,Helen Bothwell,Y,"S on B51, N side of rd","BIG old tree, fruit smallish 5-valved, flowering branch leaves v thin and frondy (like willow), bark looks good, axial umbels",,,,,,,,,,,,,,,,,,
Trip9,NSW0129,Eucalyptus melliodora,WGS84,-31.42181005,150.4888877,02-SEP-19 2:07:01PM,325.289307,Helen Bothwell,Y,NW on Coonabarabran Rd then little dirt side rd parallel HWY,"Plenty of seed and good Emel plump 5-valved fruits, juv leaves ovate, mature leaves not frondy",,,,,,,,,,,,,,,,,,
Trip9,NSW0130,Eucalyptus melliodora,WGS84,-31.42574511,150.5021742,02-SEP-19 2:27:36PM,328.413574,Helen Bothwell,Y,NW on Coonabarabran Rd then little dirt side rd parallel HWY,"Lots of fruits, many smallish but also many nice and plump 5-valved, flowering white, umbels look good Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0131,Eucalyptus melliodora,WGS84,-31.4067932,150.2283943,02-SEP-19 3:38:12PM,321.684448,Helen Bothwell,Y,"Just W of Spring Ridge, go S down Wilmotts Rd",Good Emel fruits,,,,,,,,,,,,,,,,,,
Trip9,NSW0132,Eucalyptus melliodora or Eucalyptus polyanthemos?,WGS84,-31.41696422,150.226523,02-SEP-19 3:50:57PM,329.855469,Helen Bothwell,N,"Just W of Spring Ridge, go S down Wilmotts Rd","Not sure if Emel or red box?? Huge and tall, could only reach ovate juv foliage",,,,,,,,,,,,,,,,,,
Trip9,NSW0133,Eucalyptus melliodora,WGS84,-31.42638213,150.1805382,02-SEP-19 4:05:50PM,333.460571,Helen Bothwell,F,Along Coonabarabran Rd,"Big old Emel, few fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0134,Eucalyptus melliodora,WGS84,-31.36967738,149.8821124,02-SEP-19 4:52:54PM,349.802856,Helen Bothwell,Y,N into Box Forest Rd,"Small 5-valved fruits, leaves good, E. polyanthemos?? (probably not as had axial inflorescence)",,"Lots of red box in this area I think, also grayer-black small leaved small fruited ironbark, dark barked pine, some E. albens, and lots of mallees now",,,,,,,,,,,,,,,,
Trip9,NSW0135,Eucalyptus melliodora hyb?,WGS84,-31.3983704,149.831856,02-SEP-19 5:13:58PM,370.230591,Helen Bothwell,Y,S on Black Stump Way,"Youngish, fruits good sized and plump, but 4/5-valved and slightly glaucous, leaves not ovate but longer, surrounded by fairly dense forest of E. albens, pine, some red box??",,,,,,,,,,,,,,,,,,
Trip9,NSW0136,Eucalyptus melliodora hyb?,WGS84,-31.43746569,149.8232748,02-SEP-19 5:35:34PM,378.161377,Helen Bothwell,Y,S on Black Stump Way,"Fruit small 4/5-valved, hyb?",,,,,,,,,,,,,,,,,,
Trip9,NSW0137,Eucalyptus melliodora,WGS84,-31.40040787,149.7085042,02-SEP-19 6:00:56PM,421.901123,Helen Bothwell,Y,Along Coonabarabran Rd,"Back to open woodland, Emel good plump fruits 4/5-valved, bottom bark good but top very white/smooth, leaves frondy, hyb w red box? All around here trees look a bit more red boxy. This was one of the few trees that looked more Emel; in stand of Supple HL210-219",,"Open farmland after this, lots of trees in this area w rougher, darker/redder bottom bark and white smooth upper",,,,,,,,,,,,,,,,
Trip9,NSW0138,Eucalyptus melliodora,WGS84,-31.28928496,149.0414238,03-SEP-19 11:02:52AM,724.714111,Helen Bothwell,N,"Warrumbungle Nat'l Park @ White Gum Lookout parking lot, potentially planted?","Leaves only, bark looks perfect, axial umbels",,"Lots of small-leaved, small-fruited ironbark through here",,,,,,,,,,,,,,,,
Trip9,NSW0139,Eucalyptus melliodora or ??,WGS84,-31.2669647,149.1581832,03-SEP-19 11:48:24AM,598.782471,Helen Bothwell,N,N side of Timor Rd out of the park in picnic area,"Most trees through here red box or?? I don't think the Supple HL samples through here are Emel. Axial umbels, leaves only, burnt bottom bark, big fire through the area.",,,,,,,,,,,,,,,,,,
Trip9,NSW0140,Eucalyptus melliodora or ??,WGS84,-31.26718364,149.1586822,03-SEP-19 11:58:34AM,600.224365,Helen Bothwell,F,N side of Timor Rd out of the park in picnic area,"Smaller 5-valved fruits, axial umbels, but upper bark quite peely, juv leaves gray-green but most longer and pointed, hyb? other ssp?",,"Denser closed forest in this area, mountainous, NOT typical Emel habitat, bark of 'imposter' often more wooly",,,,,,,,,,,,,,,,
Trip9,NSW0141,??,WGS84,-31.27325038,149.336188,03-SEP-19 12:30:56PM,515.148315,Helen Bothwell,Y,E down River Rd,"Largish stand of trees lining both sides of rd. NOT Emel. ALA and HL through here may be mix of Emel and imposter tree. Very small barrel cups mostly 4-valved but some 5, v thin frondy leaves like willow (looking back at photo - axial umbels and bark doesn't look that off - maybe Emel??)",,,,,,,,,,,,,,,,,,
Trip9,NSW0142,Eucalyptus melliodora,WGS84,-31.2737356,149.3367654,03-SEP-19 12:45:30PM,510.822388,Helen Bothwell,Y,E down River Rd,"Good Emel, wavy bark, plenty of fruit larger plump 5-valved, leaves gray-green and larger typical ovate, flowering",,"Most of the other woolier barked, thinner greener smaller leaved, smaller-fruited trees through here NOT flowering",,,,,,,,,,,,,,,,
Trip9,NSW0143,Eucalyptus melliodora?,WGS84,-31.390508,149.4834092,03-SEP-19 1:53:19PM,502.651245,Helen Bothwell,F,"Box Ridge Rd SE out of Ulamambri, then E on Brooks Rd","Big old Emel? Leaves good, larger gray-green, just finishing flowering, loaded with umbels of 7, could only find old opened fruits, quite small 4/5-valved, bark typical Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0144,Eucalyptus melliodora,WGS84,-31.39180494,149.47434,03-SEP-19 2:04:13PM,500.968872,Helen Bothwell,F,"Box Ridge Rd SE out of Ulamambri, then E on Brooks Rd","Leaves good, flowering, axial umbels of 7, only a few dried out fruits, small 4/5-valved, younger-mid-aged Emel",,"Emel very few and far between this far W, many white gum mallees, grey-red gums, and wooly red bottom/white smooth upper trees",,,,,,,,,,,,,,,,
Trip9,NSW0145,Eucalyptus polyanthemos?,WGS84,-31.39159237,149.4743622,03-SEP-19 2:22:42PM,501.930298,Helen Bothwell,N,"Box Ridge Rd SE out of Ulamambri, then E on Brooks Rd",Grabbed young tree (shrubby) w nearly round juv leaves - E. polyanthemos juv? Seems likely around here?,,,,,,,,,,,,,,,,,,
Trip9,NSW0146,Eucalyptus melliodora,WGS84,-31.39753757,149.4662796,03-SEP-19 2:34:23PM,518.272461,Helen Bothwell,N,,"Found 1 dried fruit barrel-shaped and small, but maybe just because dried out, bark good Emel, umbels of 7, flowering, leaves a bit greener, but small tree right ntext to I had the gray-green ovate juv leaves typical of Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0147,Eucalyptus melliodora,WGS84,-31.58787224,149.413235,03-SEP-19 3:18:15PM,417.815552,Helen Bothwell,Y,Warrumbungle Way to Coolah,"Finally good typical Emel again! LOTS of plump 5-valved fruits, gray-green ovate juv leaves",,,,,,,,,,,,,,,,,,
Trip9,NSW0148,Eucalyptus melliodora,WGS84,-31.58507117,149.3990021,03-SEP-19 3:33:23PM,413.009033,Helen Bothwell,Y,Warrumbungle Way to Coolah,"Some seed, nice plump and 5-valved, typical Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0149,Eucalyptus melliodora,WGS84,-31.59589447,149.5112787,03-SEP-19 3:53:40PM,446.654907,Helen Bothwell,F,,"Big old typical Emel, flowering, 2 nice plump 5-valved fruits",,"Opened up now to wide-open farmland, few trees (was dense forest further W of here)",,,,,,,,,,,,,,,,
Trip9,NSW0150,Eucalyptus melliodora,WGS84,-31.84559531,149.7490359,03-SEP-19 4:58:28PM,545.189209,Helen Bothwell,F,SE on Cassilis out of Coolah,"Only 1 plump dried fruit, but typical Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0151,Eucalyptus melliodora,WGS84,-31.74487542,149.7056831,03-SEP-19 4:28:22PM,629.063721,Helen Bothwell,F,Continuing on rd to Coolah at reststop,"Big old Emel, only 3 plump 5-valved fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0152,Eucalyptus melliodora,WGS84,-32.10644214,150.1209158,03-SEP-19 5:54:44PM,351.244751,Helen Bothwell,F,Along B84,"Emel, few fruits",,"Open pasture woodland through here, previous big stretch was almost all E. albens",,,,,,,,,,,,,,,,
Trip9,NSW0153,Eucalyptus melliodora,WGS84,-32.07823453,150.241811,03-SEP-19 6:25:44PM,375.758179,Helen Bothwell,Y,Idaville Rd N of B84,"Good Emel, lots of fruit, nice plump 4/5-valved fruits, thin frondy leaves, but this seems common on flowering/fruiting racemes",,,,,,,,,,,,,,,,,,
Trip9,NSW0154,Eucalyptus melliodora,WGS84,-32.03307166,150.2603668,03-SEP-19 6:51:09PM,416.613892,Helen Bothwell,Y,Idaville Rd N of B85,Lots of good plump fruit,,,,,,,,,,,,,,,,,,
Trip9,NSW0155,Eucalyptus melliodora,WGS85,-31.96,150.226,03-SEP-19 6:56:00PM,,Helen Bothwell,N,Idaville Rd N of B86,"Good Emel juv leaves, bark, umbels of 7, flowering, no fruits","**Coordinates are best guess as I forgot to take a reading for this tree, but should be very close",,,,,,,,,,,,,,,,,
Trip9,NSW0156,Eucalyptus melliodora,WGS84,-32.12090302,150.3709018,04-SEP-19 10:18:46AM,304.140503,Helen Bothwell,Y,N out of Merriwa on Merriwa-Murrurundi Rd,"Perfect Emel, tons of plump 5-valved fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0157,Eucalyptus melliodora,WGS84,-32.0901064,150.3714718,04-SEP-19 10:46:05AM,282.030273,Helen Bothwell,Y,Continuing N on Merriwa-Murrurundi Rd,"Loaded with flowers, fruits, umbels and TONS of ants & free-living aphids on branch ends, perfect Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0158,Eucalyptus melliodora,WGS84,-31.98547234,150.4225935,04-SEP-19 10:57:16AM,331.778076,Helen Bothwell,Y,Continuing N on Merriwa-Murrurundi Rd,"Flowering, lots of fruit, good Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0159,Eucalyptus melliodora,WGS84,-31.96406588,150.4233439,04-SEP-19 11:09:03AM,362.780396,Helen Bothwell,Y,Continuing N on Merriwa-Murrurundi Rd,Good Emel w fruit,,,,,,,,,,,,,,,,,,
Trip9,NSW0160,Eucalyptus melliodora,WGS84,-31.93155684,150.4298301,04-SEP-19 11:17:36AM,384.410034,Helen Bothwell,F,Continuing N on Merriwa-Murrurundi Rd,"Just a few fruits, good Emel",,,,,,,,,,,,,,,,,,
Trip9,NSW0161,Eucalyptus melliodora?,WGS84,-31.89177113,150.4439479,04-SEP-19 11:26:31AM,424.544678,Helen Bothwell,N,Continuing N on Merriwa-Murrurundi Rd,"Leaves only, v tall, not flowering when all other Emel in the area are - hybrid or ?",,,,,,,,,,,,,,,,,,
Trip9,NSW0162,Eucalyptus polyanthemos?,WGS84,-31.91166373,150.4297654,04-SEP-19 11:42:01AM,405.558838,Helen Bothwell,F,Continuing N on Merriwa-Murrurundi Rd,"Red box or?? Few smaller 4-valved barrel fruits, leaves darker/greener",,,,,,,,,,,,,,,,,,
Trip9,NSW0163,Eucalyptus albens,WGS84,-31.91423882,150.4291256,04-SEP-19 11:48:34AM,407.721802,Helen Bothwell,N,,Only able to reach leaves,,,,,,,,,,,,,,,,,,
Trip9,NSW0164,Eucalyptus melliodora,WGS84,-31.94674669,150.4276814,04-SEP-19 12:00:29PM,373.835571,Helen Bothwell,F,,"Good Emel, leaves only and a few dried out 5-valved fruits",,,,,,,,,,,,,,,,,,
Trip9,NSW0165,Eucalyptus melliodora,WGS84,-32.13964513,150.3608248,04-SEP-19 12:36:46PM,270.734985,Helen Bothwell,Y,At reststop in Merriwa,"Lots of fruit, possibly/likely planted",,"On drive home, took Bylong Valley Way from Sandy Hollow to Kandos. ALA lists numerous E. sideroxylon through here, but all the trees I checked were the thinner-leaved, smaller-fruited, grayer ironbark. I saw one tree that may have been sider, but it was innaccessible. Many of these through here appear to be missidentified. It is more mountainous terrain than I typically have found sider in. These higher elevations almost always turn out to be the small-fruited ironbark.",,,,,,,,,,,,,,,,
Trip10,NSW0166,Eucalyptus melliodora,WGS84,-33.23415337,148.850199,09-SEP-19 1:33:35PM,541.10376,Helen Bothwell,Y,W of Orange just E of Boree on B81,"Big old Emel, lots of fruit",,,,,,,,,,,,,,,,,,
Trip10,NSW0167,Eucalyptus albens,WGS84,-33.23241346,148.8409847,09-SEP-19 1:43:40PM,544.468262,Helen Bothwell,Y,Turn N on Peabody Rd,"Fruits, big E. albens on W side of intersection",,,,,,,,,,,,,,,,,,
Trip10,NSW0168,Eucalyptus melliodora?,WGS84,-33.05410062,148.8617888,09-SEP-19 2:40:31PM,508.178833,Helen Bothwell,Y,N on A32 past Molong @ trucker pulloff,"Maybe Emel? But fruits are smaller 4/5 barrels, axial and terminal umbels, hyb?, bark v rough at base",,,,,,,,,,,,,,,,,,
Trip10,NSW0169,Eucalyptus melliodora hyb?,WGS84,-32.93020193,148.892155,09-SEP-19 3:01:15PM,476.695923,Helen Bothwell,F,Continuing N on A32,"Big all Emel, could only reach 1 fruit",,,,,,,,,,,,,,,,,,
Trip10,NSW0170,Eucalyptus sideroxylon,WGS84,-32.1584081,148.6588052,09-SEP-19 5:23:19PM,334.902466,Helen Bothwell,Y,"N of Dubbo on A39, N on Moriguy Rd, E on Mendooran Rd",Esid with fruit,,,,,,,,,,,,,,,,,,
Trip10,NSW0171,Eucalyptus polyanthemos?,WGS84,-32.18324527,148.738246,09-SEP-19 6:08:16PM,278.906128,Helen Bothwell,Y,,"Terminal compound raceme, small 5-valved fruits, barrel/cup, lots of fruit, small thin greener leaves, no juv leaves",,,,,,,,,,,,,,,,,,
Trip10,NSW0172,Eucalyptus sideroxylon,WGS84,-32.05224576,148.5716864,11-SEP-19 10:38:46AM,298.132324,Helen Bothwell,F,"A39 N of Dubbo, Goodwin Lane E","Esid, younger, only 5 fruits",,,,,,,,,,,,,,,,,,
Trip10,NSW0173,Ironbark ssp. 2,WGS84,-32.05230385,148.5707439,11-SEP-19 10:51:01AM,302.458252,Helen Bothwell,Y,"A39 N of Dubbo, Goodwin Lane E","Other much more common ironbark in this area, lighter bark more gray than black, v small thin leaves and very small very abundant 4-valved cup fruits",,"Checked area NE of Gilgandra, lots of ironbark, but thin-leaved, small-fruited and larger leaved with larger cups but 4-valved and convex, both species with grey bark not black with red tinge. Road past Yalcogrin Forest gated/private property, couldn't get to other ALA listings, but good chance not Esid anyway.",,,,,,,,,,,,,,,,
Trip10,NSW0174,Eucalyptus melliodora?,WGS84,-31.75691092,148.7542546,11-SEP-19 1:31:21PM,306.784058,Helen Bothwell,Y,"From Gilgandra, E on B55","Probably Emel, but fruits rather small 5-valved, axial umbels, plenty of fruit",,,,,,,,,,,,,,,,,,
Trip10,NSW0175,Eucalyptus melliodora?,WGS84,-31.82180948,148.8683249,11-SEP-19 2:02:58PM,319.521484,Helen Bothwell,Y,"Continuing along B55, N side of rd, back down trail ~100'","Emel? But again v small fruits, 5-valved, v thin and narrow reproductive leaves, axial umbels",,,,,,,,,,,,,,,,,,
Trip10,NSW0176,Eucalyptus melliodora hyb?,WGS84,-31.82716627,148.9148128,11-SEP-19 2:25:16PM,329.855469,Helen Bothwell,Y,"Continuing along B55, S side of rd","Lots of small 5-valved fruits, good Emel juv leaves, fruits a bit glaucous, hyb?",,,,,,,,,,,,,,,,,,
Trip10,NSW0177,Ironbark ssp. 3,WGS84,-31.83031568,148.9332953,11-SEP-19 2:38:18PM,363.020752,Helen Bothwell,Y,"Continuing along B55, S side of rd","Darker almost black bark, pale gray-green larger leaves, 4-valved convex fruits, misc. ironbark ssp. 2",,,,,,,,,,,,,,,,,,
Trip10,NSW0178,Eucalyptus melliodora hyb?,WGS84,-31.81320545,149.1285859,11-SEP-19 3:10:42PM,357.012573,Helen Bothwell,F,N on Mendooran Rd,"Good Emel fruits but only a few, v tall, tons of axial and terminal umbels",,,,,,,,,,,,,,,,,,
Trip10,NSW0179,Eucalyptus melliodora hyb?,WGS84,-31.82291974,149.1364501,11-SEP-19 3:35:54PM,357.25293,Helen Bothwell,F,B55 E towards Dunedoo,"Few fruits but good 5-valved, both axial and some comound terminal umbels",,,,,,,,,,,,,,,,,,
Trip10,NSW0180,Eucalyptus melliodora,WGS84,-31.8304601,149.1688524,11-SEP-19 3:51:25PM,359.175537,Helen Bothwell,Y,B55 E towards Dunedoo,"Good sized fruits but most 4-valved, good Emel bark, axial umbels and juv leaves",,,,,,,,,,,,,,,,,,
Trip10,NSW0181,Eucalyptus melliodora,WGS84,-31.96752492,149.3376142,11-SEP-19 4:19:19PM,403.155518,Helen Bothwell,Y,B55 E towards Dunedoo,"Perfect Emel, loads of plump 4/5-valved fruit, good juv leaves",,,,,,,,,,,,,,,,,,
Trip10,NSW0182,Eucalyptus melliodora,WGS84,-32.02620763,149.3692341,11-SEP-19 4:38:44PM,381.766357,Helen Bothwell,N,B55 E towards Dunedoo,"Axial umbels, tons of flowers, good Emel bark, no fruits",,,,,,,,,,,,,,,,,,
Trip10,NSW0183,Eucalyptus melliodora,WGS84,-32.06182284,149.2669535,11-SEP-19 4:52:33PM,374.796875,Helen Bothwell,Y,B55 E towards Dunedoo,"Emel, some flowers, 5-valved fruits",,,,,,,,,,,,,,,,,,
Trip10,NSW0184,Eucalyptus melliodora/Eucalyptus sideroxylon hybrid?,WGS84,-32.11051013,149.2310856,11-SEP-19 5:10:01PM,393.302002,Helen Bothwell,Y,S down Spring Ridge Rd,"Esid/Emel hyb?, good black bark and drooping inflorescence, but fruit perfect Emel, and leaves soft and similar to Emel!",,,,,,,,,,,,,,,,,,
Trip10,NSW0185,Eucalyptus sideroxylon,WGS84,-32.11150758,149.2312073,11-SEP-19 5:16:54PM,394.984375,Helen Bothwell,Y,S down Spring Ridge Rd,"Good Esid, plenty of fruit",,,,,,,,,,,,,,,,,,
Trip10,NSW0186,Eucalyptus sideroxylon ,WGS84,-32.15090018,149.232789,11-SEP-19 5:35:02PM,391.619751,Helen Bothwell,N,S down Spring Ridge Rd,"Esid? Leaves and black-red bark good, drooping inflorescence, white tinged pink flowers, no fruit",,,,,,,,,,,,,,,,,,
Trip10,NSW0187,Eucalyptus melliodora,WGS84,-32.15092113,149.232634,11-SEP-19 5:39:01PM,393.061768,Helen Bothwell,F,S down Spring Ridge Rd,"Emel, axial umbels, a few 4/5-valved small cup fruit",,,,,,,,,,,,,,,,,,
Trip10,NSW0188,Eucalyptus melliodora,WGS84,-32.18741921,149.2692459,11-SEP-19 5:57:22PM,399.791016,Helen Bothwell,Y,S down Spring Ridge Rd,"TONS of 4/5 fruit, big old Emel",,,,,,,,,,,,,,,,,,
Trip10,NSW0189,Eucalyptus sideroxylon ,WGS84,-32.19448566,149.2754635,11-SEP-19 6:12:13PM,404.837769,Helen Bothwell,Y,S down Spring Ridge Rd,"Good Esid, fruit, just finishing flowering white",,,,,,,,,,,,,,,,,,
Trip10,NSW0190,Eucalyptus sideroxylon ,WGS84,-32.32507914,148.7661722,12-SEP-19 9:34:36AM,402.194214,Helen Bothwell,Y,"S from Dubbo on A23, @ Wongarbon take Beni St. N",Esid with lots of fruit and flowers,,,,,,,,,,,,,,,,,,
Trip10,NSW0191,Eucalyptus sideroxylon ,WGS84,-32.30811099,148.775933,12-SEP-19 9:51:43AM,412.288086,Helen Bothwell,N,Continuing on Beni St.,"Esid, big tall older tree, no fruit, but flowers and umbels characteristicaly drooping, immature cups and leaves look good, bark also has the telling red-black tinge",,,,,,,,,,,,,,,,,,
Trip10,NSW0192,Eucalyptus melliodora,WGS84,-32.40127584,148.8350755,12-SEP-19 10:08:46AM,311.590698,Helen Bothwell,F,S on A23 just leaving Geurie,"Big old Emel, heavy w flowers but few fruits, juv leaves ovate, fruits quite small and 4-valved",,,,,,,,,,,,,,,,,,
Trip10,NSW0193,Eucalyptus melliodora hyb?,WGS84,-32.43810492,149.0898582,12-SEP-19 10:55:27AM,531.009888,Helen Bothwell,F,NE on Mudgee Rd. from Wellington,"Big old tree, Emel?, mostly small 4-valved fruits but some 5, both axial and terminal umbels",,,,,,,,,,,,,,,,,,
